X1,X2,X3,X4,X5,Y
20.144518286707267,79.55603992623064,67.88979711365583,72.74155438403648,35.924349674205025,316.42745756978786
42.59421149666822,57.34283464463916,9.964701801533826,31.22365445423997,16.85552733143788,625.916941278385
34.39324857981371,46.66234510055665,32.45939236657145,61.39577709587599,26.67120615848778,499.55651583622813
13.5079304859821,19.93752016862874,15.395981409799974,6.683553743546855,23.68469338945568,565.9682151473039
57.132528342317556,54.65050155475264,47.25162670829709,73.67333124802423,52.509582715166346,1229.655674877249
16.53193757821484,34.56105895292838,34.07315828990383,82.08752025750427,36.26230738838787,293.2281443442054
91.3315225347708,90.75304896475873,74.09580145931989,28.04832251211802,72.86533802951242,2376.569905067954
27.452738127561595,34.51920505007644,81.08647371008524,7.470211136173943,97.47346920498717,2142.4570987548095
64.07867260174707,55.0705644613609,67.93568501977647,92.11716139036041,7.390672482923666,346.64160754651107
11.348301580179776,21.76663833825113,75.21015653551115,84.02662545110563,47.72065617583411,445.19733620930293
4.703218877472004,93.76677194779262,33.958310609047906,78.18587609412337,81.00211261090631,874.7537462148509
68.9975627996151,49.77827326179779,64.16427364624846,41.65303702177141,56.55157444480614,1718.3155507695478
80.34086725944695,49.788129483432606,78.65102078791888,80.77820856564861,84.06573373495863,2137.338230929513
96.73916447137404,83.63714521890904,60.31441556939762,44.69261710372431,53.017735764355336,1978.3018364294735
49.42283090250983,59.57713034214779,72.16653656904548,84.46667211459548,47.2460103120884,928.5956939808631
89.72378914249278,12.720936902655977,86.46268609215468,76.43490239132417,17.857778487541744,1124.6684378561038
67.01233416328122,29.92822893721152,7.97035285730554,97.11719407081321,39.60198954349398,1017.9459974054884
99.51447886919549,32.25756242696023,32.92942772900665,51.62325106289608,88.80117364897863,2754.061600074333
74.53850131539559,26.393358338029028,84.29553120611463,18.015213968998744,92.03189322549625,2687.7902765563135
8.614954487537208,77.65338902484555,80.15755544109666,46.776063659853975,74.00323971480243,1052.5466482256354
58.14123990048542,23.805848727290158,44.219949688946116,59.545967202902936,70.81363240161124,1753.144146262994
64.37236238311029,33.611810203983694,25.55292419866253,84.17991929176968,25.27304128183362,789.290164651138
34.16972032797511,1.3792060776062764,66.74020274578966,23.1695351223452,44.523148397059686,1193.5404664521316
42.7345962084984,23.287717582459777,70.76675294405126,61.08079668278156,42.355288740546584,971.6284172534707
62.266978977906554,4.445027154004066,23.296377219812157,22.992933939459338,74.42339388592409,2178.2085766169325
31.03877747381413,16.726919149330456,23.18143447671779,97.00014514688768,85.6808167488137,1381.0623260077975
85.72509160895845,3.3229708851597484,17.989712955207114,69.74416074498654,81.49177422265565,2339.365017379609
89.03636858998253,66.0565789299004,97.87913674080531,53.437261095650435,33.26272003997624,1461.363224079933
4.9168935439012245,64.68415365676236,41.76019786104472,58.334159555597594,32.62759964405056,155.97037219277115
47.12358427581891,71.07379419548384,31.67247277496462,4.328119697884459,47.33075060935123,1433.6935994387982
95.6514174581538,51.28262136912254,88.76369016669182,25.793732807477454,52.15416123794072,2142.578953002593
99.53241074482033,25.245778372146077,72.02954021155263,71.94428902007157,73.29373638076068,2331.4655725219645
10.545763719696987,18.76798855603512,58.688515803066025,32.12197211082395,79.21046672382438,1400.7955416602802
4.525140035643105,93.68355012450908,55.056581429936315,89.28861188918388,78.57186054768157,748.3550674672911
3.616090382706638,68.94387567329598,48.83034425895354,18.729864423193533,72.47788505359325,1162.3243694499247
8.657020112383062,51.53640488196534,58.0051807515708,50.63696363110222,62.90073485219288,867.4377086957645
72.63276144226755,42.375697778938495,7.438963120897613,56.13251244953826,73.95553123481105,2016.9675323907784
23.58616990982424,97.8632040242508,75.4492459055157,55.96406390916204,36.22128228044477,454.52205656317835
40.79762671811861,32.85807890946876,55.18366423034426,87.34551332027543,94.11942229149236,1723.0986732492684
2.5418822462535684,46.69677927504999,18.74916436868156,14.906270903591901,54.748361644671064,880.6096500673104
60.44629600529039,96.38788006958427,32.82330205579635,71.49609237304935,41.51095751433286,1002.1542261011662
51.48107694760873,55.10969455756707,68.95528167443972,41.77143993154351,58.23637038393726,1476.087722873
