Month,Day,Hour,Sammonpuistikko,Hietaniemenkatu,Eteläinen Hesperiankatu,Kesäkatu,row,clouds (1/8),relative humidity (%),rain intensity (mm/h),air temperature (degC),_merge
6,19,20,14.333333333333334,,98.5,27.25,452,1,45,0.0,16.7,both
6,19,21,16.0,,93.0,28.166666666666668,453,5,49,0.0,15.8,both
6,19,22,14.666666666666666,,71.08333333333333,26.916666666666668,454,7,54,0.0,15.0,both
6,19,23,13.25,,39.666666666666664,18.0,455,3,59,0.0,13.8,both
6,20,0,0.0833333333333333,,1.25,10.833333333333334,456,7,63,0.0,13.1,both
6,20,1,0.0,,1.0,9.0,457,7,68,0.0,13.0,both
6,20,2,0.0,,1.0,9.0,458,7,75,0.4,13.0,both
6,20,3,0.0,,1.0,9.0,459,7,86,0.0,12.1,both
6,20,4,0.0,,1.0,9.0,460,7,91,0.0,11.6,both
6,20,5,0.0,,1.0,9.0,461,7,92,5.0,11.3,both
6,20,6,0.0,,1.1666666666666667,8.75,462,7,93,0.0,11.1,both
6,20,7,2.3333333333333335,,1.0833333333333333,7.416666666666667,463,7,92,0.0,10.9,both
6,20,8,4.333333333333333,,1.0,6.166666666666667,464,8,93,0.0,11.2,both
6,20,9,0.1666666666666666,,2.0833333333333335,7.083333333333333,465,8,92,0.0,12.5,both
6,20,10,0.9166666666666666,,3.5833333333333335,7.083333333333333,466,7,85,0.0,14.9,both
6,20,11,2.4166666666666665,,2.4166666666666665,8.0,467,5,74,0.0,16.3,both
6,20,12,1.75,,3.6666666666666665,8.083333333333334,468,5,65,0.0,17.7,both
6,20,13,2.0833333333333335,,4.666666666666667,6.916666666666667,469,5,61,0.0,17.0,both
6,20,14,5.916666666666667,,2.5833333333333335,5.416666666666667,470,7,84,0.0,13.7,both
6,20,15,4.5,,1.9166666666666667,4.583333333333333,471,7,75,0.0,13.4,both
6,20,16,4.833333333333333,,1.0,6.083333333333333,472,7,77,0.0,12.7,both
6,20,17,6.083333333333333,,3.1666666666666665,6.25,473,5,74,0.0,12.8,both
6,20,18,3.25,,5.583333333333333,6.333333333333333,474,7,74,0.0,12.9,both
6,20,19,1.75,,6.666666666666667,4.416666666666667,475,7,76,0.0,12.5,both
6,20,20,4.083333333333333,,11.083333333333334,5.25,476,5,77,0.0,12.2,both
6,20,21,7.833333333333333,,7.916666666666667,3.8333333333333335,477,5,79,0.0,11.8,both
6,20,22,17.0,,5.833333333333333,3.0,478,1,78,0.0,11.2,both
6,20,23,14.0,,4.666666666666667,3.0,479,1,75,0.0,11.1,both
6,21,0,13.916666666666666,,5.0,3.0,480,0,76,0.0,10.8,both
6,21,1,14.0,,5.0,3.0,481,0,77,0.0,10.4,both
6,21,2,14.0,,5.0,3.0,482,0,80,0.0,10.2,both
6,21,3,14.0,,5.0,3.0,483,0,79,0.0,10.1,both
6,21,4,14.0,,5.0,3.0,484,0,77,0.0,10.5,both
6,21,5,13.333333333333334,,5.0,3.0,485,0,70,0.0,12.0,both
6,21,6,9.75,,5.5,2.75,486,0,64,0.0,13.2,both
6,21,7,3.75,,6.166666666666667,3.5,487,3,60,0.0,13.7,both
6,21,8,0.5833333333333334,,4.333333333333333,5.583333333333333,488,5,59,0.0,14.0,both
6,21,9,0.5,,3.0,9.0,489,5,54,0.0,14.8,both
6,21,10,1.1666666666666667,,3.0833333333333335,10.5,490,3,54,0.0,14.9,both
6,21,11,0.25,,2.0833333333333335,8.333333333333334,491,5,53,0.0,15.5,both
6,21,12,1.6666666666666667,0.0,2.0,6.083333333333333,492,3,47,0.0,17.0,both
6,21,13,0.0,0.0,1.4166666666666667,8.0,493,7,83,8.0,10.2,both
6,21,14,2.6666666666666665,0.0,4.333333333333333,8.166666666666666,494,7,90,0.7,10.4,both
6,21,15,0.75,0.0,6.916666666666667,8.166666666666666,495,7,90,0.0,10.6,both
6,21,16,2.5,6.666666666666667,8.0,5.75,496,1,82,0.0,11.9,both
6,21,17,2.1666666666666665,8.416666666666666,11.916666666666666,5.25,497,0,71,0.0,14.3,both
6,21,18,1.5,9.0,16.5,6.25,498,0,73,0.0,14.0,both
6,21,19,0.6666666666666666,10.666666666666666,17.666666666666668,7.416666666666667,499,0,71,0.0,13.7,both
6,21,20,4.416666666666667,11.25,19.166666666666668,11.666666666666666,500,3,65,0.0,12.6,both
6,21,21,5.75,12.0,19.916666666666668,10.916666666666666,501,0,72,0.0,12.3,both
6,21,22,6.416666666666667,12.583333333333334,20.583333333333332,10.5,502,0,74,0.0,11.8,both
6,21,23,5.583333333333333,11.166666666666666,21.583333333333332,9.25,503,3,75,0.0,11.3,both
6,22,0,5.166666666666667,10.0,21.833333333333332,9.0,504,0,77,0.0,10.6,both
6,22,1,6.0,10.0,22.0,10.416666666666666,505,1,80,0.0,10.1,both
6,22,2,6.666666666666667,10.0,22.0,11.0,506,0,83,0.0,9.7,both
6,22,3,7.25,10.0,22.0,11.0,507,0,82,0.0,10.0,both
6,22,4,7.0,10.0,22.0,11.0,508,5,78,0.0,11.0,both
6,22,5,7.0,10.0,22.0,11.0,509,1,74,0.0,12.2,both
6,22,6,6.0,10.5,22.5,11.0,510,0,69,0.0,13.4,both
6,22,7,8.416666666666666,11.0,22.083333333333332,11.0,511,5,63,0.0,14.1,both
6,22,8,2.8333333333333335,11.166666666666666,20.916666666666668,11.583333333333334,512,1,58,0.0,15.1,both
6,22,9,0.4166666666666667,10.083333333333334,20.166666666666668,14.0,513,3,51,0.0,16.6,both
6,22,10,3.6666666666666665,12.0,20.916666666666668,13.0,514,5,80,2.6,11.5,both
6,22,11,3.4166666666666665,13.0,20.5,12.833333333333334,515,1,62,0.0,15.1,both
6,22,12,1.0833333333333333,12.5,19.916666666666668,10.25,516,5,63,0.0,14.9,both
6,22,13,0.0,12.916666666666666,19.0,10.5,517,5,89,0.0,11.2,both
6,22,14,1.5,13.166666666666666,17.916666666666668,11.5,518,3,80,0.0,11.9,both
6,22,15,3.5,13.75,19.916666666666668,10.666666666666666,519,1,71,0.0,13.4,both
6,22,16,0.1666666666666666,13.583333333333334,18.5,9.833333333333334,520,5,76,7.5,12.0,both
6,22,17,5.25,12.0,11.583333333333334,8.583333333333334,521,7,87,0.0,12.0,both
6,22,18,1.4166666666666667,12.25,7.083333333333333,11.0,522,5,83,0.0,11.8,both
6,22,19,1.6666666666666667,12.0,7.75,11.5,523,7,88,0.0,11.0,both
6,22,20,3.5833333333333335,12.0,10.666666666666666,12.0,524,7,78,0.3,10.8,both
6,22,21,7.416666666666667,12.416666666666666,13.416666666666666,12.833333333333334,525,1,84,0.0,9.8,both
6,22,22,8.583333333333334,12.0,16.916666666666668,12.25,526,0,83,0.0,9.5,both
6,22,23,12.75,12.166666666666666,18.666666666666668,12.0,527,5,84,0.0,9.5,both
6,23,0,15.454545454545457,13.0,18.181818181818183,12.0,528,0,86,0.0,8.5,both
6,23,1,14.666666666666666,13.0,18.0,12.0,529,0,86,0.0,7.7,both
6,23,2,14.333333333333334,13.0,18.0,12.0,530,0,85,0.0,7.3,both
6,23,3,16.0,13.083333333333334,18.0,11.333333333333334,531,1,82,0.0,7.7,both
6,23,4,15.166666666666666,13.0,18.0,11.0,532,0,79,0.0,8.5,both
6,23,5,15.0,13.0,18.0,11.0,533,0,69,0.0,10.3,both
6,23,6,15.0,13.0,18.0,11.0,534,5,66,0.0,9.9,both
6,23,7,15.0,13.0,18.0,11.0,535,5,59,0.0,11.0,both
6,23,8,13.666666666666666,13.0,18.0,11.0,536,7,64,0.0,10.7,both
6,23,9,10.0,13.0,18.666666666666668,13.0,537,7,62,0.0,10.9,both
6,23,10,9.166666666666666,13.0,18.25,13.166666666666666,538,5,57,0.0,13.4,both
6,23,11,6.75,13.0,11.0,12.666666666666666,539,5,55,0.0,13.3,both
6,23,12,3.5833333333333335,13.0,8.916666666666666,13.333333333333334,540,7,55,0.0,13.2,both
6,23,13,4.333333333333333,14.75,6.75,13.166666666666666,541,7,61,0.0,13.2,both
6,23,14,5.666666666666667,14.583333333333334,10.0,13.916666666666666,542,7,58,0.0,13.8,both
6,23,15,4.416666666666667,13.666666666666666,12.0,18.25,543,7,59,0.0,13.9,both
6,23,16,3.8333333333333335,9.583333333333334,12.333333333333334,17.166666666666668,544,8,67,0.0,12.8,both
6,23,17,4.666666666666667,9.916666666666666,13.916666666666666,13.416666666666666,545,7,71,0.0,12.3,both
6,23,18,4.083333333333333,10.666666666666666,14.0,15.666666666666666,546,7,71,0.0,12.7,both
6,23,19,3.25,12.416666666666666,14.5,17.0,547,7,71,0.0,12.5,both
6,23,20,2.75,13.833333333333334,14.0,17.0,548,7,70,0.0,12.7,both
6,23,21,1.1666666666666667,11.416666666666666,13.333333333333334,16.0,549,7,77,0.0,11.7,both
6,23,22,0.75,11.166666666666666,12.833333333333334,16.083333333333332,550,5,85,0.0,10.0,both
6,23,23,1.0,10.083333333333334,10.666666666666666,13.75,551,5,92,0.0,9.4,both
6,24,0,1.1666666666666667,11.833333333333334,8.666666666666666,14.5,552,0,94,0.0,8.7,both
6,24,1,3.3333333333333335,11.666666666666666,7.0,16.0,553,5,94,0.0,9.1,both
6,24,2,4.0,11.833333333333334,7.0,16.0,554,5,94,0.0,9.3,both
6,24,3,5.5,10.0,5.166666666666667,16.0,555,1,92,0.0,10.3,both
6,24,4,5.0,10.0,7.083333333333333,16.0,556,1,80,0.0,12.0,both
6,24,5,5.0,10.0,8.0,16.0,557,0,75,0.0,12.8,both
6,24,6,5.0,10.0,8.0,15.333333333333334,558,1,74,0.0,13.4,both
6,24,7,5.0,10.0,8.0,15.0,559,7,72,0.0,13.4,both
6,24,8,5.363636363636363,10.0,8.454545454545455,14.545454545454543,560,0,59,0.0,14.7,both
6,24,9,7.0,10.0,8.0,14.666666666666666,561,1,54,0.0,15.0,both
6,24,10,4.333333333333333,10.083333333333334,8.666666666666666,15.0,562,0,51,0.0,15.3,both
6,24,11,2.3333333333333335,10.0,10.0,16.166666666666668,563,7,59,0.0,15.3,both
6,24,12,1.9166666666666667,11.166666666666666,7.083333333333333,16.416666666666668,564,5,53,0.0,15.1,both
6,24,13,0.8333333333333334,14.416666666666666,3.5,13.916666666666666,565,7,56,0.0,14.7,both
6,24,14,1.8333333333333333,22.083333333333332,6.25,14.5,566,7,85,0.3,12.5,both
6,24,15,2.3333333333333335,20.166666666666668,7.166666666666667,14.5,567,7,72,0.0,12.8,both
6,24,16,4.666666666666667,19.0,5.666666666666667,12.916666666666666,568,7,80,0.0,12.6,both
6,24,17,6.416666666666667,17.75,4.5,12.75,569,7,80,0.0,12.8,both
6,24,18,8.666666666666666,17.0,2.75,13.583333333333334,570,7,82,0.0,12.7,both
6,24,19,10.666666666666666,18.333333333333332,2.8333333333333335,14.083333333333334,571,7,84,0.0,12.1,both
6,24,20,8.666666666666666,18.0,3.6666666666666665,13.833333333333334,572,7,95,1.3,11.2,both
6,24,21,8.166666666666666,18.0,3.75,14.083333333333334,573,7,96,1.3,10.9,both
6,24,22,9.75,18.0,2.0833333333333335,13.0,574,7,96,0.0,11.2,both
6,24,23,10.5,18.0,2.0,13.0,575,7,97,7.8,11.4,both
6,25,0,8.916666666666666,18.0,2.0,13.0,576,8,97,0.0,11.7,both
6,25,1,8.333333333333334,18.0,2.0,13.0,577,7,97,0.0,12.3,both
6,25,2,7.25,18.0,2.0,13.0,578,8,97,0.0,12.7,both
6,25,3,7.5,18.0,2.25,12.333333333333334,579,7,96,0.0,12.5,both
6,25,4,8.0,18.0,3.0,12.0,580,7,95,0.0,11.9,both
6,25,5,8.75,18.0,3.0,12.0,581,5,91,0.0,13.0,both
6,25,6,8.0,18.0,3.0,11.25,582,1,81,0.0,14.1,both
6,25,7,9.5,18.0,3.0,11.0,583,0,79,0.0,14.8,both
6,25,8,11.0,18.0,3.0,11.333333333333334,584,3,80,0.0,15.4,both
6,25,9,11.0,18.0,3.75,10.0,585,7,82,0.0,14.0,both
6,25,10,12.583333333333334,18.333333333333332,5.416666666666667,10.583333333333334,586,5,80,0.0,14.7,both
6,25,11,11.416666666666666,21.5,4.5,13.166666666666666,587,1,72,0.0,15.5,both
6,25,12,2.5,24.0,4.166666666666667,12.75,588,1,74,0.0,15.6,both
6,25,13,3.0,18.0,5.583333333333333,11.666666666666666,589,0,71,0.0,15.0,both
6,25,14,0.1666666666666666,15.916666666666666,6.583333333333333,9.416666666666666,590,1,69,0.0,15.6,both
6,25,15,2.1666666666666665,16.75,2.5,6.416666666666667,591,5,72,0.0,14.6,both
6,25,16,6.166666666666667,12.416666666666666,5.833333333333333,6.583333333333333,592,3,71,0.0,15.1,both
6,25,17,6.75,12.916666666666666,8.5,4.25,593,7,76,0.0,13.9,both
6,25,18,11.25,14.583333333333334,5.5,3.1666666666666665,594,7,78,0.0,13.7,both
6,25,19,8.583333333333334,14.0,5.083333333333333,1.9166666666666667,595,7,83,0.0,13.1,both
6,25,20,10.583333333333334,14.75,12.25,2.5833333333333335,596,7,85,0.0,13.1,both
6,25,21,8.666666666666666,15.0,13.833333333333334,5.666666666666667,597,7,88,0.0,12.8,both
6,25,22,6.333333333333333,15.0,12.166666666666666,3.3333333333333335,598,7,89,0.0,12.4,both
6,25,23,8.0,15.0,12.0,1.0,599,7,91,0.0,12.3,both
6,26,0,6.75,14.333333333333334,12.0,1.0,600,7,90,0.0,12.5,both
6,26,1,5.5,15.0,12.0,1.0,601,7,90,0.0,12.1,both
6,26,2,5.0,15.0,12.0,1.0,602,1,90,0.0,11.6,both
6,26,3,5.0,15.0,12.0,1.0,603,0,88,0.0,12.1,both
6,26,4,5.0,15.0,12.0,1.0,604,3,85,0.0,12.6,both
6,26,5,4.5,15.0,12.083333333333334,1.0,605,7,85,0.0,12.5,both
6,26,6,3.5,15.666666666666666,13.0,1.0,606,3,77,0.0,13.9,both
6,26,7,1.1666666666666667,18.0,11.0,1.8333333333333333,607,5,79,0.0,13.9,both
6,26,8,0.1666666666666666,17.416666666666668,7.583333333333333,6.0,608,3,79,0.0,13.6,both
6,26,9,0.9166666666666666,16.416666666666668,5.0,11.916666666666666,609,7,76,0.0,13.9,both
6,26,10,2.25,15.416666666666666,4.25,13.833333333333334,610,3,73,0.0,14.5,both
6,26,11,5.083333333333333,16.166666666666668,4.416666666666667,11.833333333333334,611,3,70,0.0,14.2,both
6,26,12,4.083333333333333,17.916666666666668,6.666666666666667,10.333333333333334,612,1,72,0.0,14.6,both
6,26,13,4.416666666666667,19.25,3.5833333333333335,9.333333333333334,613,1,76,0.0,14.6,both
6,26,14,8.333333333333334,16.083333333333332,4.583333333333333,6.25,614,1,75,0.0,14.0,both
6,26,15,3.3333333333333335,15.666666666666666,4.916666666666667,9.5,615,3,82,0.0,13.1,both
6,26,16,5.25,14.833333333333334,2.9166666666666665,6.5,616,1,80,0.0,13.5,both
6,26,17,7.166666666666667,19.666666666666668,5.583333333333333,4.666666666666667,617,0,78,0.0,13.2,both
6,26,18,1.5,22.25,6.75,7.083333333333333,618,0,73,0.0,13.5,both
6,26,19,5.666666666666667,23.583333333333332,5.916666666666667,8.666666666666666,619,1,79,0.0,12.6,both
6,26,20,11.5,11.75,9.166666666666666,5.416666666666667,620,1,82,0.0,12.6,both
6,26,21,11.333333333333334,8.75,14.333333333333334,3.6666666666666665,621,5,82,0.0,12.5,both
6,26,22,16.0,3.5833333333333335,18.583333333333332,4.0,622,3,84,0.0,12.3,both
6,26,23,19.333333333333332,2.5,19.333333333333332,4.583333333333333,623,5,84,0.0,12.1,both
6,27,0,20.833333333333332,2.0,19.0,5.0,624,7,85,0.0,12.0,both
6,27,1,22.583333333333332,2.5833333333333335,19.0,5.0,625,8,86,0.0,12.1,both
6,27,2,23.0,3.0,19.0,5.0,626,7,85,0.0,12.1,both
6,27,3,23.0,2.6666666666666665,19.0,5.0,627,7,84,0.0,12.5,both
6,27,4,23.0,1.0,19.0,5.0,628,7,78,0.0,13.0,both
6,27,5,21.916666666666668,1.0,19.0,5.0,629,7,73,0.0,13.4,both
6,27,6,20.833333333333332,1.8333333333333333,19.916666666666668,5.0,630,7,72,0.0,13.8,both
6,27,7,18.666666666666668,4.916666666666667,18.5,5.75,631,7,72,0.0,13.7,both
6,27,8,15.583333333333334,3.9166666666666665,14.75,8.083333333333334,632,7,70,0.0,14.2,both
6,27,9,4.916666666666667,3.8333333333333335,13.916666666666666,14.25,633,8,66,0.0,14.9,both
6,27,10,0.5,4.083333333333333,12.833333333333334,14.333333333333334,634,7,66,0.0,15.3,both
6,27,11,7.5,1.75,14.0,12.416666666666666,635,7,70,0.0,15.0,both
6,27,12,3.25,9.0,14.083333333333334,12.083333333333334,636,7,58,0.0,17.1,both
6,27,13,1.4166666666666667,9.333333333333334,14.083333333333334,13.166666666666666,637,7,59,0.0,16.4,both
6,27,14,2.3333333333333335,11.88888888888889,14.0,12.666666666666666,638,7,61,0.0,15.5,both
6,27,15,3.75,12.666666666666666,13.583333333333334,9.416666666666666,639,7,63,0.0,15.5,both
6,27,16,2.75,12.416666666666666,17.416666666666668,7.916666666666667,640,5,64,0.0,15.6,both
6,27,17,5.0,14.666666666666666,20.25,5.333333333333333,641,7,66,0.0,15.9,both
6,27,18,4.583333333333333,19.333333333333332,16.666666666666668,9.5,642,3,68,0.0,15.3,both
6,27,19,3.8333333333333335,19.083333333333332,11.333333333333334,10.0,643,3,70,0.0,14.5,both
6,27,20,2.75,17.583333333333332,4.416666666666667,10.166666666666666,644,0,68,0.0,13.9,both
6,27,21,10.333333333333334,16.333333333333332,5.833333333333333,5.75,645,0,73,0.0,13.2,both
6,27,22,11.916666666666666,14.5,5.333333333333333,3.0833333333333335,646,0,75,0.0,12.5,both
6,27,23,13.5,15.0,4.583333333333333,3.25,647,0,78,0.0,11.9,both
6,28,0,17.5,15.0,5.666666666666667,4.0,648,0,79,0.0,11.4,both
6,28,1,19.666666666666668,14.166666666666666,6.0,4.0,649,0,80,0.0,11.0,both
6,28,2,21.0,13.0,6.833333333333333,4.0,650,0,80,0.0,11.2,both
6,28,3,21.0,13.0,7.0,4.0,651,0,77,0.0,11.7,both
6,28,4,21.0,13.0,7.0,4.0,652,0,73,0.0,12.4,both
6,28,5,21.0,13.0,7.0,4.0,653,0,65,0.0,14.1,both
6,28,6,20.833333333333332,13.083333333333334,7.416666666666667,4.0,654,0,56,0.0,15.9,both
6,28,7,19.083333333333332,15.0,8.416666666666666,5.583333333333333,655,0,45,0.0,16.5,both
6,28,8,11.583333333333334,14.75,2.9166666666666665,5.333333333333333,656,1,43,0.0,17.4,both
6,28,9,0.75,14.0,1.0,7.25,657,3,39,0.0,17.9,both
6,28,10,4.5,13.333333333333334,1.6666666666666667,6.5,658,1,38,0.0,17.8,both
6,28,11,0.6666666666666666,11.0,3.1666666666666665,4.75,659,3,37,0.0,18.2,both
6,28,12,0.4166666666666667,12.166666666666666,5.166666666666667,2.5,660,5,49,0.0,18.0,both
6,28,13,0.3333333333333333,17.583333333333332,4.0,3.0,661,1,54,0.0,16.7,both
6,28,14,0.9166666666666666,16.833333333333332,9.5,4.333333333333333,662,0,48,0.0,17.2,both
6,28,15,3.0833333333333335,18.25,11.166666666666666,3.3333333333333335,663,0,43,0.0,17.8,both
6,28,16,10.666666666666666,20.0,15.583333333333334,2.3333333333333335,664,0,52,0.0,16.5,both
6,28,17,12.166666666666666,22.166666666666668,14.583333333333334,3.8333333333333335,665,0,48,0.0,16.8,both
6,28,18,7.166666666666667,20.25,16.083333333333332,10.083333333333334,666,0,49,0.0,16.2,both
6,28,19,0.25,17.166666666666668,18.75,10.833333333333334,667,0,54,0.0,14.8,both
6,28,20,2.75,14.5,19.25,7.75,668,0,56,0.0,14.3,both
6,28,21,5.583333333333333,4.083333333333333,13.083333333333334,4.083333333333333,669,0,66,0.0,12.2,both
6,28,22,12.583333333333334,0.5833333333333334,7.833333333333333,3.75,670,0,66,0.0,11.8,both
6,28,23,14.333333333333334,0.0,9.75,3.0,671,0,72,0.0,10.5,both
6,29,0,14.5,0.0,13.0,3.0,672,0,79,0.0,9.4,both
6,29,1,15.833333333333334,0.0,13.666666666666666,4.0,673,0,83,0.0,9.0,both
6,29,2,14.916666666666666,0.0,14.0,3.3333333333333335,674,0,85,0.0,9.0,both
6,29,3,14.0,0.0,14.0,2.0,675,0,77,0.0,11.3,both
6,29,4,14.0,0.0,14.0,2.0,676,0,69,0.0,14.2,both
6,29,5,13.75,0.0,14.0,2.0,677,0,66,0.0,15.6,both
6,29,6,11.666666666666666,0.0,14.416666666666666,2.4166666666666665,678,0,61,0.0,16.2,both
6,29,7,4.083333333333333,1.0,15.166666666666666,4.083333333333333,679,0,59,0.0,16.8,both
6,29,8,1.5,0.1666666666666666,12.916666666666666,5.25,680,0,53,0.0,17.3,both
6,29,9,0.3333333333333333,0.9166666666666666,5.25,9.916666666666666,681,0,44,0.0,18.6,both
6,29,10,3.5,2.0,4.583333333333333,6.75,682,0,37,0.0,19.3,both
6,29,11,1.1666666666666667,2.6666666666666665,3.9166666666666665,1.8333333333333333,683,0,32,0.0,19.3,both
6,29,12,1.8333333333333333,7.083333333333333,2.0833333333333335,3.4166666666666665,684,0,28,0.0,20.3,both
6,29,13,1.6666666666666667,16.75,3.8333333333333335,1.5,685,0,33,0.0,19.0,both
6,29,14,4.583333333333333,12.25,8.166666666666666,1.25,686,1,37,0.0,18.5,both
6,29,15,3.9166666666666665,14.0,9.583333333333334,1.4166666666666667,687,0,41,0.0,18.8,both
6,29,16,2.0833333333333335,12.75,8.083333333333334,2.5,688,0,40,0.0,18.4,both
6,29,17,2.25,15.583333333333334,16.75,6.833333333333333,689,0,44,0.0,18.1,both
6,29,18,0.3333333333333333,21.666666666666668,19.833333333333332,12.333333333333334,690,0,45,0.0,18.1,both
6,29,19,1.4166666666666667,25.916666666666668,11.833333333333334,4.666666666666667,691,0,47,0.0,18.0,both
6,29,20,8.0,14.416666666666666,7.916666666666667,2.9166666666666665,692,0,54,0.0,17.3,both
6,29,21,5.0,4.166666666666667,8.666666666666666,2.9166666666666665,693,0,61,0.0,16.7,both
6,29,22,4.833333333333333,3.5,7.333333333333333,1.0,694,0,54,0.0,16.7,both
6,29,23,9.416666666666666,0.3333333333333333,3.3333333333333335,1.0,695,0,61,0.0,15.9,both
6,30,0,12.333333333333334,0.0,2.75,1.0,696,0,56,0.0,15.9,both
6,30,1,12.333333333333334,0.0,3.0,1.0,697,0,55,0.0,15.4,both
6,30,2,13.0,0.0,3.0,1.1666666666666667,698,0,61,0.0,14.6,both
6,30,3,13.0,0.0,3.0,2.0,699,1,61,0.0,14.9,both
6,30,4,13.0,0.0,3.0,2.0,700,1,63,0.0,15.3,both
6,30,5,13.0,0.0,3.0833333333333335,2.0,701,3,65,0.0,15.8,both
6,30,6,11.75,0.0,4.166666666666667,2.0,702,3,65,0.0,16.5,both
6,30,7,6.25,1.0,5.083333333333333,3.0833333333333335,703,1,60,0.0,17.5,both
6,30,8,0.1666666666666666,0.1666666666666666,3.5,7.583333333333333,704,5,59,0.0,17.6,both
6,30,9,1.4166666666666667,0.0833333333333333,1.4166666666666667,9.25,705,8,56,0.0,18.5,both
6,30,10,0.3333333333333333,1.25,1.0,8.666666666666666,706,8,55,0.0,18.6,both
6,30,11,0.0,4.916666666666667,1.0833333333333333,7.25,707,7,49,0.0,19.4,both
6,30,12,0.25,4.0,2.3333333333333335,5.0,708,8,49,0.0,18.8,both
6,30,13,0.4166666666666667,5.75,2.5833333333333335,5.0,709,7,47,0.0,19.2,both
6,30,14,3.8333333333333335,7.25,3.0,5.583333333333333,710,7,53,0.0,18.7,both
6,30,15,4.7272727272727275,7.181818181818182,4.909090909090909,4.818181818181818,711,7,56,0.0,18.4,both
6,30,16,7.5,5.0,3.0833333333333335,2.0,712,7,55,0.0,18.2,both
6,30,17,8.75,4.333333333333333,5.333333333333333,4.5,713,7,55,0.0,17.8,both
6,30,18,5.25,2.75,6.75,5.166666666666667,714,7,55,0.0,17.7,both
6,30,19,11.833333333333334,2.5833333333333335,9.916666666666666,6.416666666666667,715,7,54,0.0,17.7,both
6,30,20,12.5,3.0,15.0,7.25,716,8,61,0.0,15.9,both
6,30,21,14.0,4.416666666666667,16.416666666666668,5.916666666666667,717,8,60,0.0,16.6,both
6,30,22,15.0,2.0,16.833333333333332,4.666666666666667,718,7,59,0.0,16.5,both
6,30,23,15.5,1.25,15.0,3.1666666666666665,719,7,60,0.0,16.2,both
7,1,0,16.75,0.0,15.0,5.083333333333333,720,3,65,0.0,15.2,both
7,1,1,13.416666666666666,0.0,13.666666666666666,6.0,721,3,68,0.0,14.5,both
7,1,2,12.916666666666666,0.0,12.25,6.0,722,8,70,0.0,14.0,both
7,1,3,13.166666666666666,0.0,13.416666666666666,5.5,723,8,71,0.0,13.8,both
7,1,4,9.25,0.0,13.5,5.0,724,8,73,0.0,13.6,both
7,1,5,2.6666666666666665,0.0,13.0,5.0,725,8,73,0.0,13.8,both
7,1,6,1.6666666666666667,0.0,13.0,5.0,726,8,74,0.0,14.0,both
7,1,7,0.0,0.0,13.0,5.0,727,8,73,0.0,14.3,both
7,1,8,0.0,0.0,13.5,4.666666666666667,728,8,73,0.0,14.4,both
7,1,9,0.6666666666666666,1.5,13.083333333333334,4.0,729,8,75,0.0,14.5,both
7,1,10,0.25,3.0833333333333335,14.083333333333334,4.333333333333333,730,8,77,0.0,13.8,both
7,1,11,0.8333333333333334,4.666666666666667,12.333333333333334,5.0,731,8,77,0.0,13.6,both
7,1,12,6.916666666666667,6.75,12.333333333333334,4.5,732,8,77,0.0,13.5,both
7,1,13,2.1666666666666665,8.0,14.666666666666666,1.9166666666666667,733,8,76,0.0,13.3,both
7,1,14,1.9166666666666667,7.083333333333333,16.666666666666668,1.5,734,8,77,0.0,13.6,both
7,1,15,1.5833333333333333,4.916666666666667,17.333333333333332,2.5,735,8,81,0.0,13.4,both
7,1,16,7.666666666666667,1.0833333333333333,15.833333333333334,7.916666666666667,736,8,76,0.0,14.4,both
7,1,17,9.25,0.5833333333333334,9.0,9.583333333333334,737,8,85,0.5,13.6,both
7,1,18,9.666666666666666,0.25,7.416666666666667,9.166666666666666,738,8,90,0.1,13.2,both
7,1,19,6.25,2.6666666666666665,11.833333333333334,11.416666666666666,739,8,89,0.0,13.0,both
7,1,20,3.1666666666666665,5.0,12.0,13.5,740,8,84,0.0,14.0,both
7,1,21,3.25,5.0,11.166666666666666,14.0,741,8,80,0.0,14.5,both
7,1,22,2.1666666666666665,5.0,11.333333333333334,12.583333333333334,742,8,79,0.0,14.6,both
7,1,23,2.5833333333333335,5.0,11.0,9.166666666666666,743,8,80,0.0,14.6,both
7,2,0,2.5833333333333335,5.416666666666667,11.583333333333334,8.0,744,8,78,0.0,15.0,both
7,2,1,3.6666666666666665,2.0,12.0,8.166666666666666,745,8,78,0.0,14.9,both
7,2,2,5.916666666666667,2.0,12.0,10.0,746,8,77,0.0,15.0,both
7,2,3,11.833333333333334,2.0,12.0,10.0,747,8,79,0.0,14.8,both
7,2,4,9.545454545454543,2.0,13.454545454545457,10.0,748,8,77,0.0,14.9,both
7,2,5,7.5,2.0,13.25,10.25,749,8,77,0.0,14.9,both
7,2,6,4.083333333333333,2.0,14.0,10.25,750,8,74,0.0,15.2,both
7,2,7,1.25,2.0,14.0,10.0,751,8,71,0.0,15.4,both
7,2,8,0.25,3.1666666666666665,12.916666666666666,10.0,752,7,67,0.0,16.2,both
7,2,9,0.3333333333333333,4.5,13.25,9.166666666666666,753,7,66,0.0,16.8,both
7,2,10,1.0833333333333333,11.166666666666666,14.083333333333334,9.833333333333334,754,1,60,0.0,17.2,both
7,2,11,0.9166666666666666,11.75,11.75,14.25,755,0,59,0.0,18.8,both
7,2,12,1.25,14.0,13.5,17.833333333333332,756,0,56,0.0,18.6,both
